chat_id,speaker,text,sequence,ticket_id_x,ticket_id_y
CHAT-0024,Customer,I see. What should I do now?,15,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Let me check your account.,16,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Why do I need to repeat myself?,17,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Let me check your account.,18,TKT-3377538,TKT-7296150
CHAT-0024,Customer,This is getting frustrating.,19,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'm looking into it for you.,20,TKT-3377538,TKT-7296150
CHAT-0024,Customer,This is unacceptable.,21,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'm looking into it for you.,22,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I see. What should I do now?,23,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I understand your concern.,24,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Thanks for resolving it fast.,25,TKT-3377538,TKT-7296150
CHAT-0024,Agent,This should be resolved now.,26,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I just need some clarity on this.,27,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Thanks for waiting.,28,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Thanks for resolving it fast.,29,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'll escalate this for you.,30,TKT-3377538,TKT-7296150
CHAT-0024,Customer,"Okay, noted.",31,TKT-3377538,TKT-7296150
CHAT-0024,Agent,Let me check your account.,32,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Why do I need to repeat myself?,33,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'm looking into it for you.,34,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I appreciate your support.,35,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'll escalate this for you.,36,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Terrible support.,37,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I'll escalate this for you.,38,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Thanks for resolving it fast.,39,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I understand your concern.,40,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Great service!,41,TKT-3377538,TKT-7296150
CHAT-0024,Agent,This should be resolved now.,42,TKT-3377538,TKT-7296150
CHAT-0024,Customer,I'm checking the issue again.,43,TKT-3377538,TKT-7296150
CHAT-0024,Agent,I understand your concern.,44,TKT-3377538,TKT-7296150
CHAT-0024,Customer,Why do I need to repeat myself?,45,TKT-3377538,TKT-7296150
CHAT-0025,Customer,Can you help me with this?,1,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I’ve shared the update.,2,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Can you help me with this?,3,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'm looking into it for you.,4,TKT-6806085,TKT-3659112
CHAT-0025,Customer,I'm checking the issue again.,5,TKT-6806085,TKT-3659112
CHAT-0025,Agent,Thanks for waiting.,6,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Waiting for your response.,7,TKT-6806085,TKT-3659112
CHAT-0025,Agent,Let me check your account.,8,TKT-6806085,TKT-3659112
CHAT-0025,Customer,I'm checking the issue again.,9,TKT-6806085,TKT-3659112
CHAT-0025,Agent,This should be resolved now.,10,TKT-6806085,TKT-3659112
CHAT-0025,Customer,I just need some clarity on this.,11,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'll escalate this for you.,12,TKT-6806085,TKT-3659112
CHAT-0025,Customer,This was quick and easy.,13,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I’ve shared the update.,14,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Great service!,15,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I understand your concern.,16,TKT-6806085,TKT-3659112
CHAT-0025,Customer,"Thank you so much, that helped!",17,TKT-6806085,TKT-3659112
CHAT-0025,Agent,This should be resolved now.,18,TKT-6806085,TKT-3659112
CHAT-0025,Customer,"All good now, thanks!",19,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I’ve shared the update.,20,TKT-6806085,TKT-3659112
CHAT-0025,Customer,This is getting frustrating.,21,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'm looking into it for you.,22,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Thanks for resolving it fast.,23,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I understand your concern.,24,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Waiting for your response.,25,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I understand your concern.,26,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Please check and let me know.,27,TKT-6806085,TKT-3659112
CHAT-0025,Agent,Let me check your account.,28,TKT-6806085,TKT-3659112
CHAT-0025,Customer,I'm really unhappy with this service.,29,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'm looking into it for you.,30,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Can you help me with this?,31,TKT-6806085,TKT-3659112
CHAT-0025,Agent,Let me check your account.,32,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Waiting for your response.,33,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I understand your concern.,34,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Great service!,35,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'm looking into it for you.,36,TKT-6806085,TKT-3659112
CHAT-0025,Customer,I'm really unhappy with this service.,37,TKT-6806085,TKT-3659112
CHAT-0025,Agent,This should be resolved now.,38,TKT-6806085,TKT-3659112
CHAT-0025,Customer,Please check and let me know.,39,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I understand your concern.,40,TKT-6806085,TKT-3659112
CHAT-0025,Customer,This was quick and easy.,41,TKT-6806085,TKT-3659112
CHAT-0025,Agent,I'm looking into it for you.,42,TKT-6806085,TKT-3659112
CHAT-0025,Customer,You're really helpful!,43,TKT-6806085,TKT-3659112
CHAT-0025,Agent,Thanks for waiting.,44,TKT-6806085,TKT-3659112
CHAT-0025,Customer,This is getting frustrating.,45,TKT-6806085,TKT-3659112
CHAT-0026,Customer,"All good now, thanks!",1,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Let me check your account.,2,TKT-1988999,TKT-2027606
CHAT-0026,Customer,"Okay, noted.",3,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I’ve shared the update.,4,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I see. What should I do now?,5,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'll escalate this for you.,6,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Thanks for resolving it fast.,7,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'm looking into it for you.,8,TKT-1988999,TKT-2027606
CHAT-0026,Customer,This was quick and easy.,9,TKT-1988999,TKT-2027606
CHAT-0026,Agent,This should be resolved now.,10,TKT-1988999,TKT-2027606
CHAT-0026,Customer,"Okay, noted.",11,TKT-1988999,TKT-2027606
CHAT-0026,Agent,This should be resolved now.,12,TKT-1988999,TKT-2027606
CHAT-0026,Customer,"Okay, noted.",13,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Thanks for waiting.,14,TKT-1988999,TKT-2027606
CHAT-0026,Customer,This is getting frustrating.,15,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Let me check your account.,16,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Thanks for resolving it fast.,17,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I’ve shared the update.,18,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I just need some clarity on this.,19,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Let me check your account.,20,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Can you help me with this?,21,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'm looking into it for you.,22,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I'm really unhappy with this service.,23,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'm looking into it for you.,24,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I just need some clarity on this.,25,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'll escalate this for you.,26,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I see. What should I do now?,27,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I’ve shared the update.,28,TKT-1988999,TKT-2027606
CHAT-0026,Customer,This is unacceptable.,29,TKT-1988999,TKT-2027606
CHAT-0026,Agent,This should be resolved now.,30,TKT-1988999,TKT-2027606
CHAT-0026,Customer,"Thank you so much, that helped!",31,TKT-1988999,TKT-2027606
CHAT-0026,Agent,This should be resolved now.,32,TKT-1988999,TKT-2027606
CHAT-0026,Customer,"Thank you so much, that helped!",33,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Thanks for waiting.,34,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Can you help me with this?,35,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Let me check your account.,36,TKT-1988999,TKT-2027606
CHAT-0026,Customer,This is unacceptable.,37,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'm looking into it for you.,38,TKT-1988999,TKT-2027606
CHAT-0026,Customer,This is unacceptable.,39,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I’ve shared the update.,40,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Please check and let me know.,41,TKT-1988999,TKT-2027606
CHAT-0026,Agent,Thanks for waiting.,42,TKT-1988999,TKT-2027606
CHAT-0026,Customer,Great service!,43,TKT-1988999,TKT-2027606
CHAT-0026,Agent,I'm looking into it for you.,44,TKT-1988999,TKT-2027606
CHAT-0026,Customer,I just need some clarity on this.,45,TKT-1988999,TKT-2027606
CHAT-0027,Customer,Why do I need to repeat myself?,1,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,2,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Waiting for your response.,3,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I understand your concern.,4,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I see. What should I do now?,5,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,6,TKT-2978399,TKT-3774436
CHAT-0027,Customer,"Okay, noted.",7,TKT-2978399,TKT-3774436
CHAT-0027,Agent,Let me check your account.,8,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Please check and let me know.,9,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I’ve shared the update.,10,TKT-2978399,TKT-3774436
CHAT-0027,Customer,This was quick and easy.,11,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,12,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I see. What should I do now?,13,TKT-2978399,TKT-3774436
CHAT-0027,Agent,Thanks for waiting.,14,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I want to speak to a supervisor.,15,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,16,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Why do I need to repeat myself?,17,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'm looking into it for you.,18,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I just need some clarity on this.,19,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,20,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I want to speak to a supervisor.,21,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I’ve shared the update.,22,TKT-2978399,TKT-3774436
CHAT-0027,Customer,You still haven't resolved my issue.,23,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I’ve shared the update.,24,TKT-2978399,TKT-3774436
CHAT-0027,Customer,This was quick and easy.,25,TKT-2978399,TKT-3774436
CHAT-0027,Agent,Thanks for waiting.,26,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I see. What should I do now?,27,TKT-2978399,TKT-3774436
CHAT-0027,Agent,Thanks for waiting.,28,TKT-2978399,TKT-3774436
CHAT-0027,Customer,You still haven't resolved my issue.,29,TKT-2978399,TKT-3774436
CHAT-0027,Agent,Let me check your account.,30,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I just need some clarity on this.,31,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'll escalate this for you.,32,TKT-2978399,TKT-3774436
CHAT-0027,Customer,"Okay, noted.",33,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I’ve shared the update.,34,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Terrible support.,35,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'm looking into it for you.,36,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Terrible support.,37,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I'm looking into it for you.,38,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I just need some clarity on this.,39,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I’ve shared the update.,40,TKT-2978399,TKT-3774436
CHAT-0027,Customer,Thanks for resolving it fast.,41,TKT-2978399,TKT-3774436
CHAT-0027,Agent,This should be resolved now.,42,TKT-2978399,TKT-3774436
CHAT-0027,Customer,I'm checking the issue again.,43,TKT-2978399,TKT-3774436
CHAT-0027,Agent,I understand your concern.,44,TKT-2978399,TKT-3774436
CHAT-0027,Customer,This is getting frustrating.,45,TKT-2978399,TKT-3774436
CHAT-0028,Customer,I want to speak to a supervisor.,1,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I understand your concern.,2,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Please check and let me know.,3,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Thanks for waiting.,4,TKT-2349363,TKT-9309818
CHAT-0028,Customer,"All good now, thanks!",5,TKT-2349363,TKT-9309818
CHAT-0028,Agent,This should be resolved now.,6,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I appreciate your support.,7,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I'm looking into it for you.,8,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Please check and let me know.,9,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I'm looking into it for you.,10,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I'm checking the issue again.,11,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,12,TKT-2349363,TKT-9309818
CHAT-0028,Customer,"Thank you so much, that helped!",13,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Thanks for waiting.,14,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Can you help me with this?,15,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I'm looking into it for you.,16,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I just need some clarity on this.,17,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,18,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I see. What should I do now?,19,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,20,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Terrible support.,21,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Let me check your account.,22,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I want to speak to a supervisor.,23,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Thanks for waiting.,24,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Please check and let me know.,25,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I understand your concern.,26,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I appreciate your support.,27,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I understand your concern.,28,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I just need some clarity on this.,29,TKT-2349363,TKT-9309818
CHAT-0028,Agent,This should be resolved now.,30,TKT-2349363,TKT-9309818
CHAT-0028,Customer,"Okay, noted.",31,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Thanks for waiting.,32,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Great service!,33,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I'm looking into it for you.,34,TKT-2349363,TKT-9309818
CHAT-0028,Customer,This was quick and easy.,35,TKT-2349363,TKT-9309818
CHAT-0028,Agent,Let me check your account.,36,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I'm checking the issue again.,37,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,38,TKT-2349363,TKT-9309818
CHAT-0028,Customer,"Thank you so much, that helped!",39,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,40,TKT-2349363,TKT-9309818
CHAT-0028,Customer,I see. What should I do now?,41,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,42,TKT-2349363,TKT-9309818
CHAT-0028,Customer,This is getting frustrating.,43,TKT-2349363,TKT-9309818
CHAT-0028,Agent,I’ve shared the update.,44,TKT-2349363,TKT-9309818
CHAT-0028,Customer,Terrible support.,45,TKT-2349363,TKT-9309818
CHAT-0029,Customer,I just need some clarity on this.,1,TKT-2775595,TKT-1414258
CHAT-0029,Agent,This should be resolved now.,2,TKT-2775595,TKT-1414258
CHAT-0029,Customer,Please check and let me know.,3,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I understand your concern.,4,TKT-2775595,TKT-1414258
CHAT-0029,Customer,This is unacceptable.,5,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,6,TKT-2775595,TKT-1414258
CHAT-0029,Customer,You're really helpful!,7,TKT-2775595,TKT-1414258
CHAT-0029,Agent,This should be resolved now.,8,TKT-2775595,TKT-1414258
CHAT-0029,Customer,Please check and let me know.,9,TKT-2775595,TKT-1414258
CHAT-0029,Agent,This should be resolved now.,10,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I just need some clarity on this.,11,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,12,TKT-2775595,TKT-1414258
CHAT-0029,Customer,"Okay, noted.",13,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I'm looking into it for you.,14,TKT-2775595,TKT-1414258
CHAT-0029,Customer,Thanks for resolving it fast.,15,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,16,TKT-2775595,TKT-1414258
CHAT-0029,Customer,"Thank you so much, that helped!",17,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I’ve shared the update.,18,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I just need some clarity on this.,19,TKT-2775595,TKT-1414258
CHAT-0029,Agent,This should be resolved now.,20,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I'm really unhappy with this service.,21,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,22,TKT-2775595,TKT-1414258
CHAT-0029,Customer,This was quick and easy.,23,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I'm looking into it for you.,24,TKT-2775595,TKT-1414258
CHAT-0029,Customer,Terrible support.,25,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Let me check your account.,26,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I see. What should I do now?,27,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I'll escalate this for you.,28,TKT-2775595,TKT-1414258
CHAT-0029,Customer,Can you help me with this?,29,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I’ve shared the update.,30,TKT-2775595,TKT-1414258
CHAT-0029,Customer,"Okay, noted.",31,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,32,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I'm checking the issue again.,33,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I understand your concern.,34,TKT-2775595,TKT-1414258
CHAT-0029,Customer,"Okay, noted.",35,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I'm looking into it for you.,36,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I'm checking the issue again.,37,TKT-2775595,TKT-1414258
CHAT-0029,Agent,I'm looking into it for you.,38,TKT-2775595,TKT-1414258
CHAT-0029,Customer,You still haven't resolved my issue.,39,TKT-2775595,TKT-1414258
CHAT-0029,Agent,This should be resolved now.,40,TKT-2775595,TKT-1414258
CHAT-0029,Customer,I see. What should I do now?,41,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,42,TKT-2775595,TKT-1414258
CHAT-0029,Customer,This was quick and easy.,43,TKT-2775595,TKT-1414258
CHAT-0029,Agent,Thanks for waiting.,44,TKT-2775595,TKT-1414258
CHAT-0029,Customer,"Thank you so much, that helped!",45,TKT-2775595,TKT-1414258
CHAT-0030,Customer,You're really helpful!,1,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I understand your concern.,2,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Thanks for resolving it fast.,3,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I’ve shared the update.,4,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Why do I need to repeat myself?,5,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I'm looking into it for you.,6,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Please check and let me know.,7,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I'm looking into it for you.,8,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,9,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I'm looking into it for you.,10,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Great service!,11,TKT-1404974,TKT-2882772
CHAT-0030,Agent,Let me check your account.,12,TKT-1404974,TKT-2882772
CHAT-0030,Customer,"All good now, thanks!",13,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I'm looking into it for you.,14,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,15,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I understand your concern.,16,TKT-1404974,TKT-2882772
CHAT-0030,Customer,This is unacceptable.,17,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,18,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,19,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,20,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,21,TKT-1404974,TKT-2882772
CHAT-0030,Agent,Let me check your account.,22,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Can you help me with this?,23,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,24,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I see. What should I do now?,25,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,26,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Can you help me with this?,27,TKT-1404974,TKT-2882772
CHAT-0030,Agent,Let me check your account.,28,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Can you help me with this?,29,TKT-1404974,TKT-2882772
CHAT-0030,Agent,Let me check your account.,30,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,31,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I’ve shared the update.,32,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,33,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,34,TKT-1404974,TKT-2882772
CHAT-0030,Customer,"Okay, noted.",35,TKT-1404974,TKT-2882772
CHAT-0030,Agent,This should be resolved now.,36,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Please check and let me know.,37,TKT-1404974,TKT-2882772
CHAT-0030,Agent,Thanks for waiting.,38,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I'm checking the issue again.,39,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I'll escalate this for you.,40,TKT-1404974,TKT-2882772
CHAT-0030,Customer,"Okay, noted.",41,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I understand your concern.,42,TKT-1404974,TKT-2882772
CHAT-0030,Customer,Please check and let me know.,43,TKT-1404974,TKT-2882772
CHAT-0030,Agent,I understand your concern.,44,TKT-1404974,TKT-2882772
CHAT-0030,Customer,I see. What should I do now?,45,TKT-1404974,TKT-2882772
CHAT-0031,Customer,Thanks for resolving it fast.,1,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I’ve shared the update.,2,TKT-7252959,TKT-9182763
CHAT-0031,Customer,You're really helpful!,3,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I understand your concern.,4,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Waiting for your response.,5,TKT-7252959,TKT-9182763
CHAT-0031,Agent,This should be resolved now.,6,TKT-7252959,TKT-9182763
CHAT-0031,Customer,I see. What should I do now?,7,TKT-7252959,TKT-9182763
CHAT-0031,Agent,This should be resolved now.,8,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This is getting frustrating.,9,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I understand your concern.,10,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This was quick and easy.,11,TKT-7252959,TKT-9182763
CHAT-0031,Agent,This should be resolved now.,12,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This was quick and easy.,13,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,14,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This is getting frustrating.,15,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I’ve shared the update.,16,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Please check and let me know.,17,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I understand your concern.,18,TKT-7252959,TKT-9182763
CHAT-0031,Customer,You still haven't resolved my issue.,19,TKT-7252959,TKT-9182763
CHAT-0031,Agent,Thanks for waiting.,20,TKT-7252959,TKT-9182763
CHAT-0031,Customer,"All good now, thanks!",21,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I understand your concern.,22,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Waiting for your response.,23,TKT-7252959,TKT-9182763
CHAT-0031,Agent,Thanks for waiting.,24,TKT-7252959,TKT-9182763
CHAT-0031,Customer,You're really helpful!,25,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I’ve shared the update.,26,TKT-7252959,TKT-9182763
CHAT-0031,Customer,"Okay, noted.",27,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,28,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Thanks for resolving it fast.,29,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I’ve shared the update.,30,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Waiting for your response.,31,TKT-7252959,TKT-9182763
CHAT-0031,Agent,Let me check your account.,32,TKT-7252959,TKT-9182763
CHAT-0031,Customer,I'm checking the issue again.,33,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,34,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Can you help me with this?,35,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'm looking into it for you.,36,TKT-7252959,TKT-9182763
CHAT-0031,Customer,Can you help me with this?,37,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,38,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This is getting frustrating.,39,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,40,TKT-7252959,TKT-9182763
CHAT-0031,Customer,You're really helpful!,41,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I understand your concern.,42,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This is getting frustrating.,43,TKT-7252959,TKT-9182763
CHAT-0031,Agent,I'll escalate this for you.,44,TKT-7252959,TKT-9182763
CHAT-0031,Customer,This was quick and easy.,45,TKT-7252959,TKT-9182763
CHAT-0032,Customer,Please check and let me know.,1,TKT-4216755,TKT-4132108
CHAT-0032,Agent,This should be resolved now.,2,TKT-4216755,TKT-4132108
CHAT-0032,Customer,Can you help me with this?,3,TKT-4216755,TKT-4132108
CHAT-0032,Agent,Let me check your account.,4,TKT-4216755,TKT-4132108
